1,0.40441176470588236,0.5,0.5,0.5000000000000001,0.5,0.3088235294117646,0.49999999999999994,0.11764705882352931,1,0.1,1.0,NO,0,0.1,
1,0.4891943734015346,0.6695652173913044,0.5,0.5000000000000001,0.7826086956521741,0.30882352941176466,0.5,0.1176470588235293,3,0.1,1.0,SI,1,0.1,
1,0.45095907928388745,0.5930946291560103,0.11764705882352933,0.5000000000000001,0.7826086956521741,0.3088235294117647,0.5,0.11764705882352933,5,0.1,1.0,NO,2,0.1,
1,0.3631152460984394,0.41740696278511424,0.11764705882352927,0.5000000000000001,0.4897959183673471,0.30882352941176466,0.49999999999999994,0.11764705882352924,13,0.2,1.0,NO,3,0.1,
1,0.3547840166109362,0.4007445038101079,0.03433476394849782,0.5000000000000001,0.4897959183673471,0.30882352941176466,0.49999999999999994,0.1176470588235293,11,0.2,1.0,NO,4,0.1,
2,0.3852941176470588,0.2705882352941176,0.4999999999999999,0.5,0.11764705882352927,0.5,0.5000000000000001,0.5,3,0.1,1.0,NO,0,0.1,
2,0.2897058823529411,0.2705882352941176,0.4999999999999999,0.5000000000000001,0.11764705882352927,0.30882352941176466,0.5000000000000001,0.11764705882352929,1,0.1,1.0,NO,1,0.1,
2,0.2514705882352941,0.1941176470588235,0.11764705882352919,0.5000000000000001,0.1176470588235293,0.3088235294117647,0.5,0.11764705882352924,5,0.1,1.0,NO,2,0.1,
2,0.2431393587477909,0.1774551880838172,0.034334763948497785,0.5,0.11764705882352927,0.30882352941176466,0.5000000000000001,0.11764705882352929,11,0.2,1.0,NO,3,0.1,
2,0.22231128502903308,0.1774551880838172,0.03433476394849779,0.5,0.1176470588235293,0.26716738197424894,0.5000000000000001,0.03433476394849782,15,0.2,1.0,NO,4,0.1,
3,0.46176470588235297,0.42352941176470577,0.1176470588235293,0.5000000000000001,0.5,0.5,0.5,0.4999999999999999,5,0.1,1.0,NO,0,0.1,
3,0.3661764705882353,0.42352941176470593,0.11764705882352927,0.5000000000000001,0.5,0.30882352941176466,0.5,0.11764705882352927,1,0.1,1.0,NO,1,0.1,
3,0.25147058823529406,0.19411764705882345,0.11764705882352927,0.5,0.1176470588235293,0.3088235294117647,0.5000000000000001,0.11764705882352927,3,0.1,1.0,NO,2,0.1,
3,0.2306425145165362,0.19411764705882348,0.1176470588235293,0.5000000000000001,0.11764705882352924,0.26716738197424894,0.5,0.03433476394849781,15,0.2,1.0,NO,3,0.1,
3,0.22231128502903302,0.17745518808381716,0.03433476394849782,0.5000000000000001,0.11764705882352927,0.2671673819742489,0.5,0.03433476394849782,11,0.2,1.0,NO,4,0.1,
4,0.40441176470588236,0.5,0.5,0.5000000000000001,0.5,0.3088235294117646,0.49999999999999994,0.11764705882352931,1,0.1,1.0,NO,0,0.1,
4,0.36617647058823527,0.42352941176470593,0.11764705882352922,0.5000000000000001,0.5,0.30882352941176466,0.5000000000000001,0.11764705882352933,5,0.1,1.0,NO,1,0.1,
4,0.2514705882352941,0.1941176470588235,0.11764705882352919,0.5000000000000001,0.1176470588235293,0.3088235294117647,0.5,0.11764705882352924,3,0.1,1.0,NO,2,0.1,
4,0.2431393587477909,0.1774551880838172,0.034334763948497785,0.5,0.11764705882352927,0.30882352941176466,0.5000000000000001,0.11764705882352929,11,0.2,1.0,NO,3,0.1,
4,0.21814567028528148,0.12746781115879824,0.03433476394849779,0.5000000000000001,0.03433476394849781,0.30882352941176466,0.4999999999999999,0.11764705882352929,13,0.2,1.0,NO,4,0.1,
5,0.40441176470588236,0.5,0.5,0.5000000000000001,0.5,0.3088235294117646,0.49999999999999994,0.11764705882352931,1,0.1,1.0,NO,0,0.5,
5,0.4326726342710997,0.5565217391304348,0.7826086956521741,0.5000000000000001,0.5,0.30882352941176466,0.5,0.1176470588235293,5,0.1,1.0,SI,1,0.5,
5,0.31796675191815854,0.3271099744245524,0.782608695652174,0.5000000000000001,0.11764705882352933,0.30882352941176466,0.5,0.1176470588235293,3,0.1,1.0,NO,2,0.5,
5,0.29297306345564905,0.2771225974995335,0.7826086956521741,0.5000000000000001,0.03433476394849783,0.3088235294117646,0.49999999999999994,0.1176470588235293,13,0.2,1.0,NO,3,0.5,
5,0.2636917857271664,0.21856004204256815,0.48979591836734687,0.5,0.03433476394849783,0.30882352941176466,0.49999999999999994,0.11764705882352931,11,0.2,1.0,NO,4,0.5,
6,0.5847826086956521,0.6695652173913044,0.5,0.5,0.7826086956521741,0.5,0.5000000000000001,0.5,3,0.1,1.0,SI,0,0.5,
6,0.6130434782608696,0.7260869565217392,0.782608695652174,0.5000000000000001,0.7826086956521741,0.5,0.49999999999999994,0.5,5,0.1,1.0,SI,1,0.5,
6,0.5174552429667519,0.7260869565217392,0.7826086956521741,0.5,0.7826086956521741,0.30882352941176455,0.5,0.11764705882352919,1,0.1,1.0,NO,2,0.5,
